X;Y
4;0.7878825046858884
14;0.3924427115098439
24;0.24312430382299244
34;0.17559985525155586
44;0.13734118075131896
54;0.11274587297275307
64;0.09561235538477586
74;0.08299517224266317
84;0.07331771979577173
94;0.0656603242785696
104;0.059450531007080976
114;0.05431343749763684
124;0.04999327111737717
134;0.04630956570075995
144;0.04313135284315628
154;0.04036128415606122
164;0.03792549578807769
174;0.0357669305165178
184;0.03384081556104057
194;0.03211152579599208
204;0.030550361313244956
214;0.0291339428265891
224;0.02784303342347183
234;0.026661660117176744
244;0.02557644983049734
254;0.024576121135498674
264;0.023651090731963365
274;0.02279316554238875
284;0.021995299454380834
294;0.021251399410568084
304;0.020556169549480252
314;0.01990498496306614
324;0.019293788706446158
334;0.018719007211639216
344;0.018177480382071565
354;0.017666403474983383
364;0.017183278520374934
374;0.01672587349549648
384;0.01629218785204145
394;0.01588042326758643
404;0.015488958724268365
414;0.015116329182951915
424;0.014761207264203158
434;0.014422387450225393
444;0.014098772414802951
454;0.013789361153123458
464;0.01349323863940377
474;0.013209566789885052
484;0.012937576543399665
494;0.012676560897722844
504;0.012425868774412763
514;0.012184899596634935
524;0.011953098486007008
534;0.011729951997094368
544;0.011514984320569965
554;0.011307753897710882
564;0.01110785039266915
574;0.010914891980879027
584;0.010728522914624783
594;0.010548411334801777
604;0.010374247298132744
614;0.010205740999004398
624;0.01004262115813681
634;0.009884633566851875
644;0.009731539764567643
654;0.009583115838205813
664;0.009439151329546647
674;0.009299448239023178
684;0.009163820118246235
694;0.009032091238315054
704;0.008904095832059866
714;0.008779677397243724
724;0.008658688057373354
734;0.008540987976685344
744;0.008426444821227008
754;0.008314933260526125
764;0.008206334512821378
774;0.008100535921018448
784;0.007997430563738028
794;0.007896916895057338
804;0.00779889840968373
814;0.007703283335732003
824;0.0076099843469359385
834;0.007518918297451549
844;0.007430005973353637
854;0.007343171864198972
864;0.0072583439485987
874;0.0071754534951606885
884;0.007094434876486311
894;0.007015225395872626
904;0.006937765126201256
914;0.006861996757767663
924;0.006787865457342335
934;0.006715318736277176
944;0.006644306325525484
954;0.0065747800601956286
964;0.006506693770891303
974;0.006440003180939513
984;0.006374665810030322
994;0.0063106408846875794
