X;Y
9130000;6.885277867851869E-7
9140000;6.878229132922797E-7
9150000;6.867482875705377E-7
9160000;6.868787369995744E-7
9170000;6.86694844986846E-7
9180000;6.833150703045021E-7
9190000;6.852087288677922E-7
9200000;6.822762985692066E-7
9210000;6.811120076832822E-7
9220000;6.824555427442647E-7
9230000;6.796265585862216E-7
9240000;6.827542087251004E-7
9250000;6.798166989341325E-7
9260000;6.803607179861615E-7
9270000;6.787290187659778E-7
9280000;6.748809591172744E-7
9290000;6.765522222451636E-7
9300000;6.754157730881616E-7
9310000;6.745326004420349E-7
9320000;6.732293655886679E-7
9330000;6.753683940985411E-7
9340000;6.738567570607756E-7
9350000;6.710731561554439E-7
9360000;6.732575554835307E-7
9370000;6.721257621578047E-7
9380000;6.68677138548901E-7
9390000;6.720257239578586E-7
9400000;6.682622002429639E-7
9410000;6.683966962128807E-7
9420000;6.663666383133204E-7
9430000;6.665899041635726E-7
9440000;6.649421644411291E-7
9450000;6.63228691522022E-7
9460000;6.630522140227413E-7
9470000;6.626448190161227E-7
9480000;6.629976301297802E-7
9490000;6.635442639790767E-7
9500000;6.600646251797571E-7
9510000;6.614329786103212E-7
9520000;6.601358055746687E-7
9530000;6.589502321574514E-7
9540000;6.566189236778541E-7
9550000;6.593136854249337E-7
9560000;6.591487924367812E-7
9570000;6.58486459137464E-7
9580000;6.57650164548329E-7
9590000;6.552699751694036E-7
9600000;6.554914637746379E-7
9610000;6.547660342803852E-7
9620000;6.546521271744155E-7
9630000;6.529601526139572E-7
9640000;6.536708179183393E-7
9650000;6.525255962230858E-7
9660000;6.523326190333023E-7
9670000;6.511572898659779E-7
9680000;6.497270028660296E-7
9690000;6.463360717745559E-7
9700000;6.474701041980779E-7
9710000;6.473408697971195E-7
9720000;6.470800704150292E-7
9730000;6.46376087765077E-7
9740000;6.458402950215714E-7
9750000;6.470239650724352E-7
9760000;6.451674767760096E-7
9770000;6.426216634380921E-7
9780000;6.411964426078498E-7
9790000;6.409905290993834E-7
9800000;6.407445338751927E-7
9810000;6.413607707145275E-7
9820000;6.396926508500655E-7
9830000;6.405085306582237E-7
9840000;6.39608307650974E-7
9850000;6.371192888821042E-7
9860000;6.379250709898088E-7
9870000;6.376302348343188E-7
9880000;6.373093910383432E-7
9890000;6.348187868709942E-7
9900000;6.353637651557165E-7
9910000;6.348005898715314E-7
9920000;6.314614129365737E-7
9930000;6.342412177673395E-7
9940000;6.333732986973928E-7
9950000;6.295031882430635E-7
9960000;6.321908712081381E-7
9970000;6.285972133923678E-7
9980000;6.290506187056621E-7
9990000;6.280809454750624E-7
10000000;6.2718285409602E-7
