10000;-4.09731957646416E-13;-1.7822874252837462E-14
20000;8.193628143336028E-13;2.9819896552041314E-15
30000;-1.2593843605832904E-12;-3.8301610147395415E-15
40000;-2.0854680931321978E-12;-4.5382534535898245E-15
50000;-2.0408005285026214E-12;9.934490296376053E-15
60000;1.9542457657617978E-12;1.0722623960610078E-15
70000;1.220367004874868E-12;-1.1964442023920663E-15
80000;-2.857446399620844E-12;9.722217063530547E-15
90000;3.7244414514695294E-12;-6.5536633194959726E-15
100000;-3.5474692794323734E-12;-2.8259960018796326E-14
110000;-5.382633916479929E-12;2.2159872678159664E-15
120000;1.0616070758308499E-12;7.122530646871961E-16
130000;6.0639505207092604E-12;1.7184468908623685E-15
140000;-3.0944771526945476E-12;5.957555412536286E-16
150000;6.830324060507251E-12;-4.401305166677749E-15
160000;-5.839391696769353E-12;-1.3351970082949721E-14
170000;-6.268962890222661E-12;-4.390826352680677E-14
180000;-8.189614639482006E-12;-1.9393232679465466E-14
190000;-2.4200605070985627E-12;3.2847666643978646E-14
200000;-7.394167783193159E-12;2.6322429750192528E-14
210000;8.189553602318226E-12;1.1366443539422705E-14
220000;3.483315821307738E-12;2.8875095673883133E-14
230000;-4.200905957427743E-12;-2.9904972541263536E-15
240000;-1.277034300932682E-11;6.596607889921766E-15
250000;-5.9078328560379175E-12;4.335441917578328E-14
260000;1.0201568392602616E-11;-3.250470300363538E-14
270000;-8.726728000864562E-12;5.344493294104358E-15
280000;6.22766248929718E-12;5.87914726667485E-15
290000;6.78062567669505E-12;1.1279985192430564E-14
300000;-4.926923589273016E-12;5.763493388056748E-15
310000;-2.8208092439571386E-12;1.88510435017962E-14
320000;5.942762002935469E-12;2.0351111746329253E-14
330000;-1.8025070655518585E-11;2.928228135228722E-14
340000;-3.0618066568220763E-12;1.3567462040994793E-14
350000;-1.3584127660887354E-11;1.1972607421532194E-15
360000;-3.882909880983034E-12;1.1775655320636624E-15
370000;-1.660284952779281E-11;-1.6362182875956366E-14
380000;9.430546222992156E-12;-3.564034104733965E-14
390000;-7.618817876649222E-12;1.6569685619242935E-14
400000;-1.483689668564307E-11;4.5055986394072767E-14
410000;-3.541256411505394E-12;-2.898700566687437E-14
420000;4.091307977491951E-12;2.2352052595430404E-14
430000;-1.1872391631651864E-11;2.1361813481849713E-14
440000;-2.2711999594543693E-11;6.801251049978405E-16
450000;-3.1260241541399877E-12;5.021760188673313E-15
460000;-2.092330956102285E-12;5.371916155178305E-14
470000;2.0619510183726214E-11;-4.0958545826893025E-14
480000;-1.9760629517418973E-11;-1.0814616820879579E-14
490000;-5.224964376398668E-12;4.885278278101996E-14
500000;-2.8631374173090503E-12;-2.1965336315229664E-14
510000;-2.164252560485325E-12;4.4284488456922816E-14
520000;-9.326410429461386E-12;3.8925077218551415E-14
530000;-2.2226679056961194E-11;-1.9557518107717227E-14
540000;1.0551625411323126E-11;1.5014519575556884E-14
550000;1.3321230019550554E-12;-8.054067666702497E-14
560000;1.8883635607945104E-11;1.9438494732034947E-14
570000;-7.628586188258451E-12;4.0347365815669896E-14
580000;-2.8880663862427124E-11;5.3448175383165666E-14
590000;2.374025358239592E-11;-6.567893473009845E-16
600000;-2.6106649664845744E-12;4.9749670393483755E-14
610000;4.659923295450711E-12;1.074611523355605E-13
620000;-1.2687105759557188E-12;-3.5992313730109915E-14
630000;1.0433351425985497E-11;1.437013756686728E-14
640000;-1.4827564994272083E-11;1.7467059428618453E-14
650000;-3.344351100469104E-11;4.021802896682185E-14
660000;9.466757419764915E-12;-1.7869911686464388E-14
670000;1.0246925489643805E-11;5.971068637363602E-14
680000;-2.014904055559733E-11;4.561532968298983E-14
690000;3.276120611981068E-11;-7.424843482010599E-15
700000;-7.033154049459887E-12;2.987430994857293E-14
710000;-1.1594926756261064E-11;-1.0549537860036345E-14
720000;-2.205903170693057E-11;-3.4418323226204084E-14
730000;-2.5879883021787196E-11;3.434823972014826E-14
740000;3.2824839750739693E-11;3.037571279576601E-14
750000;-1.958630018408287E-12;-1.002989940992842E-13
760000;-1.6469941234328785E-11;-1.312068604263604E-14
770000;4.0999511385056985E-11;2.0231490365386212E-14
780000;-2.5300830597238413E-11;-3.989728469475096E-15
790000;1.84493957567701E-11;2.4034126197471778E-14
800000;-2.953799366858129E-11;3.139800702420259E-14
810000;-3.2829201062906706E-11;-4.0400134274217944E-15
820000;4.386111723105249E-11;5.780977842153971E-15
830000;3.080792459534525E-11;-1.6000565029015718E-14
840000;2.1213730206819896E-12;4.709988706019276E-14
850000;2.664613058840867E-12;-6.839865249164655E-14
860000;4.182691816444059E-11;5.667888186377092E-14
870000;-8.448953913295802E-12;-3.9602568051083295E-14
880000;-3.56288799102201E-11;5.438801095418704E-15
890000;2.7449426363961845E-11;-4.247174562320736E-14
900000;-1.5114013384474754E-12;-2.8624409496879645E-14
910000;3.1748405611372626E-11;3.620943283844666E-14
920000;2.4510846801245562E-11;5.197440073538128E-14
930000;1.048125377644279E-11;6.484830034070299E-15
940000;-4.189736804108262E-11;1.5277299604277974E-13
950000;-2.5896722181844588E-11;2.0300915726842016E-14
960000;-9.848202149625599E-12;-7.959161182501031E-14
970000;-3.425392752452683E-11;-1.2990891795996475E-14
980000;-2.612753565679505E-12;-2.6250931699114792E-14
990000;-5.939856003723765E-12;2.194240713334749E-14
